identifier,quote,tei
PMC1636350_CM50,"For BAliBASE3.0 test, the difference between MUMMALS with model HMM_1_3_1 or HMM_3_3_1 and this program is not statistically significant (P>0.05)according to Wilcoxon signed-ranks test.",data/tei/PMC1636350.tei.xml
PMC1636350_CM51,"For BAliBASE3.0 test, MUMMALS with model HMM_1_3_1 or HMM_3_3_1 is statistically better than this program (P-value less than 0.01, except forQ-scoresof ProbCons, for whichP¼0.017).",data/tei/PMC1636350.tei.xml
PMC4568868_AN01,"the data was subjected to analysis of variance, using the statistical program SISVAR software(Ferreira, 2011).",data/tei/PMC4568868.tei.xml
PMC4531765_MS01,"The statistical software program used was Statistical Package for the Social Sciences(SPSS/PC+8.0,Chicago,IL,USA).",data/tei/PMC4531765.tei.xml
PMC4679799_MZ01,Statistical analyses were performed with Statistica 12.0 software.,data/tei/PMC4679799.tei.xml
PMC3184742_HR02,correlations and differences were performed using SPSS 11.5 for Windows (SPSS Inc.),data/tei/PMC3184742.tei.xml
PMC4310378_YK01,". All analyses were performed using SPSS version 19.0J for Windows (IBM Corporation), Stata version 11 (Stata Corporation), and SAS version 9.1.3 (SAS Institute Inc).",data/tei/PMC4310378.tei.xml
10.1007%2Fs10888-015-9303-5_TL02,"22In order to study the statistical significance of the computed indexes, we used the Stata commands “digini” and “dientropy” contained in the DASP package (Abdelkrim and Duclos 2007).",data/tei/10.1007%2Fs10888-015-9303-5.tei.xml
PMC4530448_JWC01,MV used SPSS V.20.0 to createthe figure and Mendeley for reference management;,data/tei/PMC4530448.tei.xml
PMC4068285_JWC01,"icroarray analyses were deposited inNCBI Gene Expression Omnibus (Alvarez, 2011) and accessiblethrough GEO Series accession number",data/tei/PMC4068285.tei.xml
10.1002%2Fpam.21962_SL01,"Optimal bandwidths were calculated by the &quot;rdbwselect&quot; procedure in Stata (Calonico, Cattaneo, &amp; Titiunik, 2014).",data/tei/10.1002%2Fpam.21962.tei.xml
PMC4038421_YK02,"The level of significance was set to α=0.05, and the SPSS (IBM Corporation, Armonk, NY, USA) version 18.0 statistical software package was used.",data/tei/PMC4038421.tei.xml
PMC4435018_FJ01,"Sequences obtained were analyzed and edited using BioEdit v7.2.5.©1999-2013 software (Tom Hall, Ibis Biosciences, Carlsbad, CA).",data/tei/PMC4435018.tei.xml
PMC3392846_MD02,NHLBI risk assessment web tool,data/tei/PMC3392846.tei.xml
PMC4380214_CB04,"The structural model of Shaker was constructed using the I-TASER protein structure prediction server, with the Kv1.2 open state model of Khalili-Araghi et al. (2010) as a template.",data/tei/PMC4380214.tei.xml
PMC3865143_MZ01,"Times for going to sleep, waking up, and total sleep duration were calculated automatically by Actiware version 5.71.0 software (Philips Respironics Inc).",data/tei/PMC3865143.tei.xml
10.1111%2Fj.1467-6435.2010.00478.x_TL02,"] In the sample there are indeed four people aged 99 years. Hence, the value 99 does not indicate a missing value, as is often the case with Stata.",data/tei/10.1111%2Fj.1467-6435.2010.00478.x.tei.xml
PMC3905533_YK01,through table of random numbers by Microsoft Excel 2007,data/tei/PMC3905533.tei.xml
PMC4164721_MZ01,"All statistical analyses were performed using SPSS version 19.0 (IBM Co., Armonk,NY, USA), and p values < 0.05 were considered to indi-cate significance.",data/tei/PMC4164721.tei.xml
10.1111%2F1468-0106.12204_TL02,Yes; DFBETAs leading to dummy variables for China and Albania; robust regression ( rregcommand in Stata),data/tei/10.1111%2F1468-0106.12204.tei.xml
10.1111%2F1468-0106.12204_TL03,Yes; median regression ( qregin Stata); use of ln(FDI),data/tei/10.1111%2F1468-0106.12204.tei.xml
PMC4923836_BB01,"Dataanalysis was performed using SPSS 11.5 (SPSS Inc., Chicago, USA) software",data/tei/PMC4923836.tei.xml
PMC4758284_EK02,Cell apoptosis was analyzed using Cell Quest 3.0 software (Becton Dickinson).,data/tei/PMC4758284.tei.xml
PMC2447807_HR01,"Here, we report a novelweb server, pssRNAMiner, which is developed toidentify both the clusters of phased small RNAs aswell as the potential phase-initiato",data/tei/PMC2447807.tei.xml
PMC2447807_HR02,"To detectphased small RNA clusters, the pssRNAMiner mapsinput small RNAs against user-specified",data/tei/PMC2447807.tei.xml
PMC2447807_HR03,"To identify potential phase-initiators, pssRNAMiner aligns input phase-initiatorswith transcripts of TAS candidates using the Smith–Waterman algorithm.",data/tei/PMC2447807.tei.xml
PMC2447807_HR04,The pssRNAMiner web server is freelyavailable at http://bioinfo3.noble.org/pssRNAMiner/.,data/tei/PMC2447807.tei.xml
PMC2447807_HR13,Architecture and implementation of pssRNAMiner,data/tei/PMC2447807.tei.xml
PMC2447807_HR21,ThepssRNAMiner is able to recognize small RNA sequencesbetween 17 and 28 nt in length but more readily,data/tei/PMC2447807.tei.xml
PMC2447807_HR22,"ollowing submission, pssRNAMiner mapseach of the small RNAs onto the transcript/genomicsequence and then, calculates aP-valu",data/tei/PMC2447807.tei.xml
PMC2447807_HR23,hepssRNAMiner lists the candidate clusters,data/tei/PMC2447807.tei.xml
PMC2447807_HR32,who have rigorously tested the pssRNAMiner andprovided valuable feedback,data/tei/PMC2447807.tei.xml
PMC4017532_MS01,To convert the NMR data into a form that can be useable in statistical procedures firstly the FIDs -already have been fourier transformed to the frequency domain- manually phased and baseline-corrected applying XWINNMR or other software(1).,data/tei/PMC4017532.tei.xml
PMC4582499_JWC01,"representativemicrophotographsweretakenusingadigitalcamera(AxioCamMRc,CarlZeiss),andAxioVisionRel.4.8.imagingsoftware(CarlZeiss).",data/tei/PMC4582499.tei.xml
PMC4062930_CBrown01,All evaluations were done using R version 15.1.,data/tei/PMC4062930.tei.xml
PMC4504996_JWC01,"All statistical analyses were conducted with IBM SPSS Statistics ver. 20.0 (IBM Co., Armonk, NY, USA).",data/tei/PMC4504996.tei.xml
PMC3329502_EK01,An assay quantifying the methylation levels of five representative CpG sites in the BRCA1 promoter was designed using the PyroMark Assay Design 2.0 software (Qiagen).,data/tei/PMC3329502.tei.xml
PMC3329502_EK02,The Pyro Q-CpG software (Qiagen) was used for data analysis.,data/tei/PMC3329502.tei.xml
PMC3329502_EK04,Copy numbers were determined using the Affymetrix Genotyping Console 4.0 and Chromosome Analysis Suite 1.0.1.,data/tei/PMC3329502.tei.xml
PMC3329502_EK06,"Slide images were analyzed using the TM4 Spotfinder (version 3.1.1) software (Dana Faber Cancer Institute, Boston, MA).",data/tei/PMC3329502.tei.xml
PMC3199877_MZ01,The calculations were performed by the commercially available software Statistica 6.0.,data/tei/PMC3199877.tei.xml
PMC4913653_TZ02,Logistic regression analysis taking clustering caused by multiplemeasurements per clinical observer into account was performedusingproc genmodin the SAS system.,data/tei/PMC4913653.tei.xml
PMC5409206_HR01,n D. Stained cells were analyzed using the FACSCanto II (BD Biosciences) and data were analyzed by FlowJo software (FlowJo).,data/tei/PMC5409206.tei.xml
PMC4174131_JWC01,"logistic regression (p<0.05for entry, p>0.10 for removal, using SPSS V.20.0; SPSS,Chicago, Illinois, USA).",data/tei/PMC4174131.tei.xml
PMC3287198_HR01,were determined by ImageQuantsoftware and corrected for background and loading dif-ferences.,data/tei/PMC3287198.tei.xml
PMC4849384_FJ01,Statistical analyses were performed using Statistica 7.0.,data/tei/PMC4849384.tei.xml
PMC4582469_TL01,"Statistical analysis was performed using SPSS v 12.0 software (SPSS Inc., Chicago, IL, USA).",data/tei/PMC4582469.tei.xml
PMC4926940_MS01,"Obtained data were subjected to statistical analysis using SPSS version 12.0 (SPSS Inc., Chicago, USA).",data/tei/PMC4926940.tei.xml
PMC5440848_MZ01,"All image analysis was performed using the standard clinical evalu-ation protocol in Image Processing Language (IPL Version 5.08b, ScancoMedical AG), as described in detail in previous publications (Kazakia etal., 2008; Tjong et al., 2012).",data/tei/PMC5440848.tei.xml
PMC4399784_JWC01,Data were entered and analyzed using Statistical Package for the Social Sciences version 16 software.,data/tei/PMC4399784.tei.xml
10.1111%2Fecoj.12114_SL01,How to do xtabond2: an introduction to “Difference” and “System” GMM in Stata’,data/tei/10.1111%2Fecoj.12114.tei.xml
PMC4913573_MZ02,"Prism 6.0, Graph Pad Software, La Jolla, CA.",data/tei/PMC4913573.tei.xml
PMC3507582_AN01,We used the Eigensoft Software (version 2) for principal component analysis (PCA) (6),data/tei/PMC3507582.tei.xml
PMC3507582_AN02,conducted the ancestral analysis using Admixture 1.1 algorithm,data/tei/PMC3507582.tei.xml
PMC5458115_YK01,Microsoft Excel was used to graph data as mean ± SEM and to calcu- late p values using homoscedastic Student ’ s t test.,data/tei/PMC5458115.tei.xml
PMC3049466_MS01,"We performed image analysis using Matlab (MathWorksInc., Natick, MA, USA)",data/tei/PMC3049466.tei.xml
PMC3025493_FJ01,"Images were acquired using an Apotome microscope (Carl Zeiss), and subsequently processed using AxioVision or Photoshop software packages.",data/tei/PMC3025493.tei.xml
PMC2919713_AN01,The gels were dried and exposed to a K-screen (Kodak) and analyzed in a Bio-Rad Personal Molecular Imager-FX with Quantity One software v4.5.1. Concentrations of bound and free nucleotide,data/tei/PMC2919713.tei.xml
PMC4327276_HR01,"Following retreatment the roots were split longitudinally for SEM evaluation. SEM images were digitized, analyzed using ImageProPlus 4.5 software, and the number",data/tei/PMC4327276.tei.xml
PMC4259556_JWC02,"In this study, the package gemtc (http://cran.r-proct.org/web/packages/gemtc/index.html) from the R library,",data/tei/PMC4259556.tei.xml
PMC4554393_AN_01,"The CT slice images were produced using commercial soft- ware Octopus (Version 8.4; inCT Co., Aalst, Belgium) ...",data/tei/PMC4554393.tei.xml
PMC5008171_JWC02,"The analyses were performed using the statistical software R: A Language and Environment for Statistical Computing, version 3.1.1.",data/tei/PMC5008171.tei.xml
PMC3449286_EK01,"Also shown are the solubility curves of a fluid (75 mol.% H2O,25 mol.% CO2) in a basaltic magma calculated with VolatileCalc1_158, theprojected vapour1liquid coexistence surface for salinities of 10 wt.% and30–45 wt.%",data/tei/PMC3449286.tei.xml
PMC1934993_CB02,Initial phase calculation was carried out at 3.0-A ˚ resolution using the program SHARP/autoSHARP (50).,data/tei/PMC1934993.tei.xml
PMC1934993_CB03,Interpretation of the electron density maps and modelbuilding procedures were carried out on a Linux PC with the aid of the program X-ﬁt as implemented in the program XtalView version 4.0 (51).,data/tei/PMC1934993.tei.xml
PMC1934993_CB04,The obtained model was reﬁned at 2.4-A˚ resolution with the programs CNS (52) and REFMAC (53). The obtained model was reﬁned at 2.4-A˚ resolution with the programs CNS (52) and REFMAC (53).,data/tei/PMC1934993.tei.xml
PMC1934993_CB05,The obtained model was reﬁned at 2.4-A˚ resolution with the programs CNS (52) and REFMAC (53).,data/tei/PMC1934993.tei.xml
PMC1934993_CB06,"After each reﬁnement calculation, the obtained model was corrected with diﬀerence Fourier maps using XtalView.",data/tei/PMC1934993.tei.xml
PMC1934993_CB08,The stereochemistry of the model was veriﬁed using the program PROCHECK in the CCP4 program suite.,data/tei/PMC1934993.tei.xml
PMC1934993_CB10,"Figures were produced using both the DINO (http:// www.dino3d.org) and POV-Ray (http://www.povray.org) programs (Figure 1B and D) or both the Ribbons (54) and POV-Ray programs (Figures 1C, 2, 4, 5, 6 and 7).",data/tei/PMC1934993.tei.xml
PMC1934993_CB13,Ribbon drawing of the dimer of the ternary complex of SceTyrRS.,data/tei/PMC1934993.tei.xml
PMC4376262_SA02,"The relative expression levels of the markers ALB (B), HNF-4α (C), and ASGPR (D) were quantified by using ImageJ software and normalized to the GAPDH housekeeping gene.",data/tei/PMC4376262.tei.xml
PMC3859226_MS04,"Data were analysed by a combination of pClamp (AxonInstruments), Excel (Microsoft), SPSS (IBM) and ORIGIN (Microcalsoftware). Data were presented as meanstandard error of the mean(SEM).",data/tei/PMC3859226.tei.xml
10.1257%2Fjep.15.4.29_TL04,. It is much more efficient to calculate the ICLAD estimator using Gauss instead of Stata.,data/tei/10.1257%2Fjep.15.4.29.tei.xml
PMC4926004_TL01,"statistics consisting of paired t-test, independent t-test, Chi-square and Mann-Whitney using SPSS Version 20.",data/tei/PMC4926004.tei.xml
10.1257%2F089533002320951064_HR01,"ScienceDirect (at http://www.sciencedirect.com), the world’s largest electronic journal publishing platform for academic research, is not referred to at all.",data/tei/10.1257%2F089533002320951064.tei.xml
10.1257%2F089533002320951064_HR02,"ScienceDirect can provide participating universities/consortia with access to more than 1,500 journals",data/tei/10.1257%2F089533002320951064.tei.xml
10.1257%2F089533002320951064_HR03,Basic electronic access to the Elsevier journals is offered through the ScienceDirect web-editions at no additional,data/tei/10.1257%2F089533002320951064.tei.xml
10.1257%2F089533002320951064_HR04,ScienceDirect can also include a range of additional contents and services,data/tei/10.1257%2F089533002320951064.tei.xml
10.1257%2F089533002320951064_HR05,the full text of the cited articles in ScienceDirect and to those of participating publishers within CrossRef,data/tei/10.1257%2F089533002320951064.tei.xml
10.1257%2F089533002320951064_HR08,A hypothetical ScienceDirect customer subscribing to 40 economics titles could gain electronic access to the remaining 37 economic journals as listed on http://www.economicsdirect.com at a discount of as much as 85 percent.,data/tei/10.1257%2F089533002320951064.tei.xml
PMC4987885_EK01,"SuperLooper2 (SL2) (http://proteininformatics.charite.de/sl2) is the updated version of the previous webserver SuperLooper, a fragment based tool for theprediction and interactive placement of loop struc-tures into globular and helical membrane proteins",data/tei/PMC4987885.tei.xml
